ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
810562;A1 Etude;27/03/2013 17:48:16;Barrière;;;;;;N;601;4;2063
810563;A1 Etude;27/03/2013 17:48:16;Contre-plaque de barrière;;;;;;N;601;4;355
810544;A2 Approuvé;23/03/2016 12:28:32;Etrier M20 355 H440;;;;;;N;601;4;2.6
810554;A1 Etude;27/03/2013 17:48:17;Support baïonnette;;;;;;N;601;4;1276
810555;A1 Etude;27/03/2013 17:48:18;Baïonnette;;;;;;N;601;4;1700
810556;A1 Etude;27/03/2013 17:48:18;S-E Baïonnette;;;;;;N;601;4;2980
810565;A1 Etude;27/03/2013 17:48:18;Axe de potence;;;;;;N;601;4;1088
810549;A1 Etude;27/03/2013 17:48:19;Contre-plaque de renfort;;;;;;N;601;4;7103
810543;A1 Etude;27/03/2013 17:48:19;Appui fixe sur fût;;;;;;N;601;4;20842
810548;A1 Etude;27/03/2013 17:48:20;Renfort de bras;;;;;;N;601;4;83460
810545;A1 Etude;27/03/2013 17:48:20;Bras de potence;;;;;;N;601;4;101312
870011;A2 Approuvé;27/03/2013 15:32:10;Suspente télécabine 4 places;;;;;;S;601;4;27548
810551;A1 Etude;27/03/2013 17:48:21;S-E Support lecteur SKIDATA;;;;;;N;601;4;40109
810552;A1 Etude;27/03/2013 17:48:21;S-E Renfort de bras;;;;;;N;601;4;194954
Ens. Potelet d'ancrage SOMAIN;A1 Etude;23/03/2016 12:31:10;Ancrage SOMAIN par potelet;;;;;;N;;;
870012;A1 Approuvé;27/03/2013 15:32:11;Entretoise;;;;;;S;601;4;839
GC VA 4PL;A1 Etude;23/03/2016 12:31:08;Garde-corps VA4P type 1;;;;;;N;;;
870013;A1 Approuvé;27/03/2013 15:32:11;Rondelle amortisseur Ep.10;;;;;;N;601;4;44
870014;A1 Approuvé;27/03/2013 15:32:11;Rondelle amortisseur Ep.6;;;;;;N;601;4;29
870015;A2 Approuvé;27/03/2013 15:32:11;Axe;;;;;;S;601;4;1389
870016;A1 Approuvé;27/03/2013 15:32:12;Rondelle d'appui Ep.5;;;;;;N;601;4;152
870017;A1 Approuvé;27/03/2013 15:32:12;Jeu de rondelles d'appui;;;;;;N;601;4;61
870018;A1 Approuvé;27/03/2013 15:32:12;Chape intermédiaire;;;;;;S;601;4;3899
Bague;A1 Etude;23/03/2016 12:31:07;;;;;;;N;;;
870019;A2 Approuvé;27/03/2013 15:32:12;Axe Silent Bloc;;;;;;S;601;4;389
810566;A1 A Vérifier;30/06/2014 11:28:52;Véhicule 4 places type 1;;;;;;N;601;4;181015
810568;A1 Etude;27/03/2013 17:48:22;Ressort gauche de garde-corps;;;;;;N;601;4;400
810567;A1 Etude;27/03/2013 17:48:23;Butée inférieure poulie motrice;;;;;;N;601;4;8354
810570;A1 Etude;23/03/2016 12:31:07;Butée inférieure poulie retour;;;;;;N;601;4;9264
820550;A1 Approuvé;27/03/2013 16:09:48;Rondelle Ø24xØ32x2;;;;;;N;602;5;5
820551;A1 Approuvé;27/03/2013 16:09:48;Rondelle Ø24xØ32x3;;;;;;N;602;5;8
810569;A1 Etude;27/03/2013 17:48:24;Ressort droit de garde-corps;;;;;;N;601;4;400
810579;A1 Approuvé;23/03/2016 12:29:22;Galet de débrayage;;;;;;N;601;4;387
810580;A4 Approuvé;17/07/2014 15:26:56;Ressort intérieur pince débrayable  type 2 T-TA-TB Lg = 516.2;;;;;;S;601;4;4852
810581;A4 Approuvé;17/07/2014 15:28:19;Ressort extérieur pince débrayable  type 2 T-TA-TB L0 = 529.4;;;;;;S;601;4;6334
880123;A1 Approuvé;23/03/2016 12:31:05;Axe monogalet;;;;;;S;;;751
880124;A1 Approuvé;23/03/2016 12:30:57;Plaque intérieure antidérailleur;;;;;;N;;;1146
880126;A1 Approuvé;23/03/2016 12:30:57;Plaque gauche antidérailleur;;;;;;N;;;1679
880125;A1 Approuvé;23/03/2016 12:30:57;Plaque droite antidérailleur;;;;;;N;;;"""SW-Mass@880126.SLDPRT"""
880127;A1 Approuvé;23/03/2016 12:30:58;Entretoise antidérailleur;;;;;;N;;;460
880128;A1 Approuvé;23/03/2016 12:31:06;Ensemble antidérailleur monogalets;;;;;;N;;;370224
880129;A1 Approuvé;23/03/2016 12:31:05;Plaque de fixation lubrificateur;;;;;;N;;;272
810582;A1 Approuvé;23/03/2016 12:29:17;Galet d'articulation d'étrier;;;;;;S;601;4;72
820556;A1 Etude;27/03/2013 16:09:49;Tige filetée M16 Cl 8.8 Zn L=350;;;;;;N;602;5;70
810583;A2 Etude;22/10/2013 18:31:24;Axe de suspente type 2  de cabine 6 places;;;;;;S;601;4;1870
810584;A1 Approuvé;27/03/2013 17:48:27;Tenon d'aiguille souple;;;;;;N;601;4;383
810585;A1 Approuvé;27/03/2013 17:48:27;Fourreau de galet arrière de pince TB;;;;;;N;601;4;618
810586;A1 Approuvé;23/03/2016 12:29:20;Fourreau de galet;;;;;;N;601;4;464
810587;A1 Approuvé;27/03/2013 17:48:28;Bague Ø30-24x36;;;;;;N;601;4;72
810588;A1 Approuvé;23/03/2016 12:29:15;Entretoise Ø40-30x8;;;;;;N;601;4;34
602240;A8 Approuvé;27/01/2014 17:04:07;Ressort de traction 1010mm;;;;;;N;602;5;1430
602241;A8 Approuvé;27/01/2014 17:15:21;Ressort de traction 1010mm;;;;;;N;602;5;2331
602242;A8 Approuvé;27/11/2014 09:22:15;Ressort de traction 1310mm;;;;;;N;602;5;2331
602243;A8 Vérifié;30/10/2013 18:24:51;Ressort de traction 1510mm;;;;;;N;602;5;2331
Rond;A1 Etude;23/03/2016 12:31:07;;;;;;;N;;;
820562;A1 Approuvé;27/03/2013 16:09:49;Support nappe de cable;;;;;;N;602;5;9868
820563;A1 Approuvé;27/03/2013 16:09:50;Contre-plaque du support;;;;;;N;602;5;2479
820561;A1 Etude;27/03/2013 16:09:50;Ens. Poteau support nappe de cable;;;;;;N;602;5;60624
820559;A1 Approuvé;27/03/2013 16:09:50;Demi-support échelle pyl. Ø500 côté échelle;;;;;;N;602;5;3282
820560;A1 Approuvé;27/03/2013 16:09:51;Demi-bride de support d'échelle;;;;;;N;602;5;2645
Vue butée pour gabarit;A1 Etude;23/03/2016 12:31:07;Butée inférieure poulie retour;;;;;;N;;;9264
870022;A1 Approuvé;27/03/2013 15:32:15;Ensemble suspente;;;;;;N;601;4;29536
870023;A1 Approuvé;27/03/2013 15:32:15;Assemblage suspente / cabine;;;;;;N;601;4;47067
870027;A1 Approuvé;27/03/2013 15:32:15;Ensemble cabine 4 places;;;;;;N;601;4;15493
820564;A1 Approuvé;27/03/2013 16:09:51;Patte de renfort;;;;;;N;602;5;500
810610;A1 Etude;23/03/2016 12:29:23;Entretoise Ø35xØ17x16,7;;;;;;N;601;4;96
810609;A1 Etude;23/03/2016 12:29:18;Etrier M12 de pince TB;;;;;;S;601;4;549
810612;A2 Approuvé;27/03/2013 17:48:30;Axe suspente cabine 6 places avec circlips;;;;;;S;601;4;1855
820566;A1 Etude;27/03/2013 16:09:52;Axe de suspension 4C-2S;;;;;;S;602;5;1712
820567;A1 Etude;27/03/2013 16:09:52;Axe de suspension 4S-2C;;;;;;S;602;5;707
820568;A1 Etude;27/03/2013 16:09:52;Axe B2;;;;;;S;602;5;933
820569;A1 Etude;27/03/2013 16:09:53;Bague Ø36-Ø30-30;;;;;;N;602;5;78
820570;A1 Etude;27/03/2013 16:09:53;Entretoise Ø30-34;;;;;;N;602;5;20
820571;A1 Etude;27/03/2013 16:09:54;Rondelle Ø30-4,5;;;;;;N;602;5;3
820572;A1 Etude;27/03/2013 16:09:54;Rondelle Ø50-3;;;;;;N;602;5;72
820573;A1 Etude;27/03/2013 16:09:55;Plaque d'arrêt Ø30;;;;;;N;602;5;98
820574;A1 Etude;27/03/2013 16:09:55;Suspension 4S-2C;;;;;;S;602;5;5841
820575;A1 Etude;06/05/2013 15:38:05;Axe principal B10 Ø50;;;;;;S;602;5;3870
820576;A1 Etude;27/03/2013 16:09:56;Axe de support fixation balancier;;;;;;S;602;5;930
820577;A1 Etude;27/03/2013 16:09:57;Bague Ø58-Ø50-30;;;;;;N;602;5;172
820578;A1 Etude;27/03/2013 16:09:56;Axe B4S;;;;;;S;602;5;4180
Vue ISO 880128;A1 Etude;23/03/2016 12:31:06;Ensemble antidérailleur monogalets;;;;;;N;;;370224
820580;A3 Approuvé;08/04/2014 16:53:37;Axe S-C poulie Ø300-500 Ø43 type1;;;;;;S;602;5;1.8
820581;A1 Approuvé;27/03/2013 16:09:58;Kit axe Ø300-500 S-C type1;;;;;;N;602;5;1815
810613;A1 Approuvé;27/03/2013 17:48:30;Guide axe ressort;;;;;;N;601;4;102
810614;A1 Approuvé;27/03/2013 17:39:13;Patin d'appui supérieur;;;;;;N;601;4;45
810615;A1 Approuvé;27/03/2013 17:39:14;Patin d'appui inférieur;;;;;;N;601;4;45
810616;A1 Approuvé;27/03/2013 17:48:30;Rondelle de friction Ø140;;;;;;N;601;4;185
810617;A1 Approuvé;27/03/2013 17:48:31;Ensemble rondelles de friction Ø140;;;;;;N;601;4;365
810628;A1 Approuvé;27/03/2013 17:48:31;Rondelle de friction Ø100;;;;;;N;601;4;64
810629;A1 Approuvé;23/03/2016 12:29:23;Axe galet débrayage;;;;;;S;601;4;271
810589old;A1 Etude;22/10/2013 18:31:58;Ensemble arceau rénovation;;;;;;N;601;4;44596
810619;A2 Approuvé;23/03/2016 12:29:06;Bague de guidage TSF;;;;;;N;601;4;101
ensemble poulie potence glissière4;A1 Etude;23/03/2016 12:30:56;;;;;;;N;;;
ensemble poulie potence glissière3;A1 Etude;23/03/2016 12:30:56;;;;;;;N;;;
ensemble poulie potence glissière2;A1 Etude;23/03/2016 12:30:56;;;;;;;N;;;
ensemble poulie potence glissière;A1 Etude;23/03/2016 12:30:55;;;;;;;N;;;
Coupe vis M20;A1 Etude;23/03/2016 12:30:50;;;;;;;N;;;
810630;A2 Approuvé;27/03/2013 17:48:34;Axe de suspente;;;;;;S;601;4;4066
820579;A1 Etude;27/03/2013 16:09:59;Ens. Garde corps supérieur gare départ;;;;;;N;602;5;1974909
820582;A2 Approuvé;27/03/2013 16:09:59;Garde-corps 500;;;;;;N;602;5;9558
602233;A1 Approuvé;23/03/2016 12:29:28;Tube polyéthylène pour ressort 1510mm;;;;;;N;602;5;143
602232;A5 Approuvé;27/03/2013 16:28:04;Tube polyéthylène pour ressort 1310mm;;;;;;N;602;5;122
602231;A5 Approuvé;27/03/2013 16:28:11;Tube polyéthylène pour ressort 1010mm;;;;;;N;602;5;92
602230;A5 Approuvé;27/03/2013 16:28:12;Tube polyéthylène pour ressort 710mm;;;;;;N;602;5;61
820584;A1 Etude;27/03/2013 16:10:00;Garde-corps 900;;;;;;N;602;5;8013
820585;A2 Approuvé;27/03/2013 16:10:00;Garde-corps 1800;;;;;;N;602;5;19114
820583;A1 Etude;27/03/2013 16:10:01;Garde-corps 4700;;;;;;N;602;5;27261
820601;A2 Approuvé;18/06/2013 11:53:59;Axe poulie Ø1000 type 2 coudé 9°;;;;;;S;602;5;6.4
820602;A2 Approuvé;18/06/2013 11:54:11;Axe poulie Ø1000 type 2 coudé 20°;;;;;;S;602;5;6.5
810635;A2 Etude;19/06/2013 14:36:37;Traverse d'entraînement pince TB41 et 50;;;;;;N;601;4;4.4
810636;A1 Approuvé;30/10/2013 12:37:46;Ensemble tachymétrie;;;;;;N;601;4;36040
810637;A1 Approuvé;27/03/2013 17:48:36;Grande poulie tachymétrie;;;;;;N;601;4;8149
602268;A3 Approuvé;27/01/2014 17:05:41;Tige de réglage;;;;;;N;602;5;9.16
602266;A3 Approuvé;01/10/2013 14:30:05;Piston caoutchouc;;;;;;N;602;5;6.65
602264;A4 Approuvé;13/03/2014 14:50:04;Rondelle de guidage;;;;;;N;602;5;5.19
602262;A3 Approuvé;27/01/2014 17:05:38;Galet;;;;;;N;602;5;10.00
602260;A1 Approuvé;27/01/2014 17:05:45;Guide limiteur de course pour ressort non freiné;;;;;;N;602;5;46
820558;A1 Approuvé;27/03/2013 16:09:59;Axe chape double tension hauban Ø24;;;;;;S;602;5;255
810351;A5 Approuvé;17/07/2014 15:31:57;Ressort extérieur pince débrayable  type 2 T-TA-TB L0 = 377;;;;;;S;601;4;4393
810350;A5 Approuvé;17/07/2014 15:30:10;Ressort intérieur pince débrayable  type 2 T-TA-TB L0 = 369;;;;;;S;601;4;3981
810298;A3 Approuvé;23/03/2016 12:29:18;Axe de coupelle;;;;;;S;601;4;167
810297;A3 Approuvé;21/06/2013 08:26:44;Axe liaison mors;;;;;;S;601;4;343
810296;A3 Approuvé;27/03/2013 17:48:38;Disque frein suspente;;;;;;N;601;4;289
810295;A1 Approuvé;27/03/2013 17:48:39;Fourreau de suspente;;;;;;N;601;4;354
810294;A4 Approuvé;25/07/2013 15:06:21;Axe de suspente;;;;;;S;601;4;573
810638;A7 Approuvé;23/03/2016 12:27:55;Arceau rénovation véhicule 4 places Type 2;;;;;;S;601;4;12.4
810639;A5 Approuvé;23/03/2016 12:27:53;Traverse rénovation véhicule 4 places Type 2;;;;;;S;601;4;13741
810640;A2 Approuvé;27/03/2013 17:48:40;Axe de liaison ;;;;;;S;601;4;2336
810642;A2 Approuvé;27/03/2013 17:48:41;Plaquette de serrage;;;;;;N;601;4;583
810644;B3 Approuvé;23/03/2016 12:28:04;Tole pour suspente fixe;;;;;;S;601;4;8769
810645;A6 Approuvé;23/03/2016 12:27:56;Ensemble arceau rénovation;;;;;;N;601;4;30.2
810633;A1 Approuvé;27/03/2013 17:48:42;Axe de suspente rénovation;;;;;;S;601;4;186
820604;A2 Approuvé;18/06/2013 11:54:25;Axe poulie Ø1000 type 2 coudé 7°;;;;;;S;602;5;6.4
810560_1;A1 Etude;27/03/2013 17:48:43;Chemisage galet Type 4;;;;;;N;601;4;33577
810589;A1 Approuvé;27/03/2013 17:48:43;Arceau 4 places rénovation;;;;;;N;601;4;"""SW-Mass@810589.SLDPRT"""
Vue gabarits;A1 Etude;23/03/2016 12:30:49;Véhicule 4 places type 1;;;;;;N;;;177294
Vue Balancier 4S;A1 Etude;23/03/2016 12:30:49;modèle A4;;;;;;N;;;
Shémas configs essai barrette;A1 Etude;23/03/2016 12:30:49;modèle A4;;;;;;N;;;
601067;A2 Approuvé;22/03/2016 11:02:59;Bloc support test barrette cassante;;;;;;N;601;4;
601066;A2 Approuvé;22/03/2016 15:43:12;Plaque support test barrette cassante;;;;;;N;601;4;
601065;A1 Approuvé;22/03/2016 11:02:26;Plaque de base test barrette cassante;;;;;;N;601;4;
Ensemble barrette cassante;A1 Etude;23/03/2016 12:30:48;modèle A4;;;;;;N;;;
601063;A2 Approuvé;23/03/2016 12:31:03;Sous ensemble brasé barrette cassante;;;;;;S;601;4;
601062;A2 Approuvé;27/03/2013 15:45:55;Barrette cassannte pour téléportés monoconnecteur;;;;;;N;601;4;47.15
601057;A1 Approuvé;23/03/2016 12:31:02;Plaque de liaison barrette cassante;;;;;;S;601;4;
601055;A3 A Vérifier;08/12/2015 11:40:21;Ensemble complet barrette cassante biconnecteur;;;;;;N;601;4;51
601054;A4 A Vérifier;08/12/2015 09:48:24;Barrette cassante surmoulée;;;;;;S;601;4;25
601053;A1 Approuvé;23/03/2016 12:30:48;Pion barrette cassante;;;;;;S;601;4;
601052;A2 Approuvé;23/03/2016 12:31:03;Ensemble conducteur soudé barrette cassante;;;;;;S;601;4;
601051;A4 Approuvé;23/03/2016 12:31:02;Cable barrette cassante;;;;;;S;601;4;
601050;A1 Approuvé;23/03/2016 12:30:47;Fil barrette cassante;;;;;;S;601;4;
601049;A1 Approuvé;22/03/2016 13:54:44;Bobine cable pour barrette cassante;;;;;;N;601;4;
601068;A2 Approuvé;02/10/2013 11:40:31;Ensemble barrette cassante à monoconnecteur DELPHI;;;;;;N;601;4;43.73
601047;A1 Approuvé;22/03/2016 10:54:25;Rattrapage siège Biplaces modèles 75 et 85;;;;;;N;601;4;
601640;A1 Etude;23/03/2016 10:45:11;Chemisage galet Ø320;;;;;;N;601;4;
601639;A1 Etude;23/03/2016 10:44:12;Réalésage galet Ø320;;;;;;N;601;4;
601638;A1 Etude;23/03/2016 10:44:12;Chemise galet Ø320;;;;;;N;601;4;
601623;A1 Etude;23/03/2016 10:36:22;Réalésage galet Ø450 (série étroite);;;;;;N;601;4;
601622;A1 Etude;23/03/2016 10:36:22;Chemise galet Ø450 (série étroite);;;;;;N;601;4;
601621;A1 Approuvé;23/03/2016 10:36:23;Chemisage galet Ø450 (série étroite);;;;;;N;601;4;
601081;A1 Etude;22/03/2016 15:54:13;Ensemble dispositif de montage garnitures galets;;;;;;N;601;4;
601080;A1 Etude;22/03/2016 15:53:38;Cône 3 dispositif de montage garnitures galets;;;;;;N;601;4;
601079;A1 Etude;22/03/2016 15:49:37;Cône 2 dispositif de montage garnitures galets;;;;;;N;601;4;
601078;A1 Etude;22/03/2016 15:50:45;Cône 1 dispositif de montage garnitures galets;;;;;;N;601;4;
601077;A1 Etude;22/03/2016 15:50:44;Plaque 2 dispositif de montage garnitures galets;;;;;;N;601;4;
601076;A1 Etude;22/03/2016 15:50:43;Plaque 1 dispositif de montage garnitures galets;;;;;;N;601;4;
601075;A1 Etude;22/03/2016 15:50:42;Entretoise dispositif de montage garnitures galets;;;;;;N;601;4;
601074;A1 Etude;22/03/2016 15:50:41;Plaque inférieure dispositif de montage garnitures galets;;;;;;N;601;4;
601073;A1 Etude;22/03/2016 15:45:54;Plaque d'appui dispositif de montage garnitures galets;;;;;;N;601;4;
601072;A1 Etude;22/03/2016 15:44:50;Plaque supérieure dispositif de montage garnitures galets;;;;;;N;601;4;
Vues répartiteur de force;A1 Etude;23/03/2016 12:30:46;modèle A3;;;;;;N;;;
Vues ensemble frein d'oscilation;A1 Etude;23/03/2016 12:30:46;modèle A3;;;;;;N;;;
Notice de montage frein d'oscilation;A1 Etude;23/03/2016 12:30:46;modèle A4;;;;;;N;;;
Ensemble frein d'oscilation existant;A1 Etude;23/03/2016 12:30:46;modèle A4;;;;;;N;;;
601069;A1 Approuvé;22/03/2016 15:04:12;Equerre pour répartiteur;;;;;;N;601;4;462
601064;A1 Etude;27/03/2013 15:46:09;Axe de suspente pour répartiteur;;;;;;N;601;4;
601061;A1 Approuvé;22/03/2016 11:01:41;Bague de centrage pour répartieur;;;;;;N;601;4;
601060;A4 Approuvé;22/03/2016 15:29:43;Répartiteur de force pour frein d'oscilation télécabine;;;;;;N;601;4;
601059;A3 Approuvé;22/03/2016 15:34:44;Flasque mobile répartiteur de force;;;;;;N;601;4;
601058;A2 Approuvé;22/03/2016 10:58:59;Flasque fixe répartiteur de force;;;;;;N;601;4;
601056;A1 Approuvé;22/03/2016 15:11:16;Ensemble flasque fixe répartiteur;;;;;;N;601;4;2560
602181;A1 Approuvé;23/03/2016 10:57:57;Support comparateur test de maintenance;;;;;;N;602;5;
602180;A1 Approuvé;23/03/2016 10:57:57;Plaque de base test maintenance;;;;;;N;602;5;
602422;A1 Approuvé;23/03/2016 11:01:32;Guide outillage 1 insertion goupilles;;;;;;N;602;5;
602421;A1 Approuvé;23/03/2016 11:01:33;Base outillage 1 insertion goupilles;;;;;;N;602;5;
602420;A1 Approuvé;23/03/2016 11:01:35;Ensemble outillage 1 insertion goupilles;;;;;;N;602;5;
602429;A1 Etude;23/03/2016 11:01:57;Guide outillage 3 insertion goupilles;;;;;;N;602;5;
602428;A1 Etude;23/03/2016 11:01:58;Base outillage 3 insertion goupilles;;;;;;N;602;5;
602427;A1 Etude;23/03/2016 11:02:00;Ensemble outillage 3 insertion goupilles;;;;;;N;602;5;
602432;A1 Etude;23/03/2016 11:03:16;Guide outillage 4 insertion goupilles;;;;;;N;602;5;
602431;A1 Etude;23/03/2016 11:03:17;Base outillage 4 insertion goupilles;;;;;;N;602;5;
602430;A1 Etude;23/03/2016 11:03:20;Ensemble outillage 4 insertion goupilles;;;;;;N;602;5;
602438;A1 Approuvé;23/03/2016 11:03:21;Guide outillage 6 insertion goupilles;;;;;;N;602;5;
602437;A1 Approuvé;23/03/2016 11:03:22;Base outillage 6 insertion goupilles;;;;;;N;602;5;
602436;A1 Approuvé;23/03/2016 11:03:24;Ensemble outillage 6 insertion goupilles;;;;;;N;602;5;
603020;A1 Etude;23/03/2016 11:08:46;Joint de protection pour tapis;;;;;;N;603;6;
601406;A1 Approuvé;23/03/2016 09:40:28;Accouplement Tachymétrie ;;;;;;N;601;4;
601405;A1 Approuvé;23/03/2016 09:40:26;Axe Tachymètre;;;;;;N;601;4;
601387;A1 Approuvé;23/03/2016 09:34:17;Cale gauche chassis frein de service;;;;;;N;601;4;
601386;A1 Approuvé;23/03/2016 09:34:02;Cale droite chassis frein de service;;;;;;N;601;4;
601385;A1 Approuvé;23/03/2016 09:33:46;Cale motteur CC;;;;;;N;601;4;
601376;A1 Approuvé;23/03/2016 09:30:06;Entretoise moteur CC;;;;;;N;601;4;
601373;A2 Approuvé;23/03/2016 09:28:46;Bride de liaison disque de frein / joint de cardan;;;;;;N;601;4;
601359;A1 Approuvé;23/03/2016 08:48:01;Ensemble frein de service;;;;;;N;601;4;
601358;A1 Approuvé;22/03/2016 18:17:52;Disque de frein de service;;;;;;N;601;4;
601353;A1 Approuvé;22/03/2016 17:28:14;Chassis frein de service;;;;;;N;601;4;
601339;A1 Approuvé;22/03/2016 17:13:34;Moyeu disque de frein de service;;;;;;N;601;4;
601338;A1 Approuvé;22/03/2016 17:12:45;Ensemble gare motrice Lauzières modifiée;;;;;;N;601;4;
601325;A1 Approuvé;22/03/2016 17:05:14;Massif station motrice Lauzières;;;;;;N;601;4;
600863;A2 Approuvé;22/03/2016 13:42:25;Joint de cardan Moteur CC TSF Lauzière;;;;;;N;600;3;
601383;A1 Approuvé;23/03/2016 09:33:12;Gousset encagement;;;;;;N;601;4;
601378;A2 Approuvé;23/03/2016 09:31:23;Gousset frein;;;;;;N;601;4;
601351;A2 Approuvé;22/03/2016 17:27:07;Rondelle sur moyeu;;;;;;N;601;4;
601350;A1 Approuvé;22/03/2016 17:26:31;Gousset frein 8 arr;;;;;;N;601;4;
601349;A1 Approuvé;22/03/2016 17:19:13;Gousset G7;;;;;;N;601;4;
601333;A2 Approuvé;22/03/2016 11:32:14;Raquette encagement poulie motrice Ø2500;;;;;;N;601;4;
601332;A1 Approuvé;22/03/2016 11:30:50;Support droit encagement poulie motrice Ø2500;;;;;;N;601;4;
601331;A2 Approuvé;22/03/2016 11:28:15;Support gauche encagement poulie motrice Ø2500;;;;;;N;601;4;
601330;A4 Approuvé;22/03/2016 17:03:54;Encagement poulie motrice Ø2500;;;;;;N;601;4;
601381;A1 Approuvé;23/03/2016 09:32:35;Plaque de renfort support de frein d'urgence;;;;;;N;601;4;
601337;A2 Approuvé;22/03/2016 17:09:37;Ensemble frein d'urgence;;;;;;N;601;4;
601336;A1 Approuvé;22/03/2016 17:08:05;Bloc support de frein;;;;;;N;601;4;
601335;A2 Approuvé;22/03/2016 17:07:15;Base support de frein;;;;;;N;601;4;
601334;A1 Approuvé;22/03/2016 17:06:22;Chassis support de frein;;;;;;N;601;4;
601324;A1 Approuvé;22/03/2016 17:01:27;Chassis moteur TSF Lauzières;;;;;;N;601;4;
601323;A3 Approuvé;22/03/2016 16:59:36;Montage disque sur poulie motrice Ø2500;;;;;;N;601;4;
601322;A2 Approuvé;22/03/2016 16:58:06;Disque pour poulie motrice Ø2500;;;;;;N;601;4;
601321;A2 Approuvé;22/03/2016 16:57:36;Plot support de disque haut;;;;;;N;601;4;
601320;A2 Approuvé;22/03/2016 16:56:57;Plot support de disque bas;;;;;;N;601;4;
601346;A1 Approuvé;22/03/2016 17:16:55;Butée;;;;;;N;601;4;
601345;A1 Approuvé;22/03/2016 17:16:57;Support de butée;;;;;;N;601;4;
601344;A1 Approuvé;22/03/2016 17:16:59;Support de guide supérieur;;;;;;N;601;4;
601343;A1 Approuvé;22/03/2016 17:16:58;Guide supérieur;;;;;;N;601;4;
601342;A1 Approuvé;22/03/2016 17:16:56;Flasque de guide inférieur;;;;;;N;601;4;
601341;A1 Approuvé;22/03/2016 17:16:54;Guide inférieur;;;;;;N;601;4;
601340;A1 Approuvé;22/03/2016 17:15:06;Ensemble de sécurisation du contre poids;;;;;;N;601;4;
601382;A1 Approuvé;23/03/2016 09:32:57;Plaque d'arrêt petite poulie;;;;;;N;601;4;
601377;A1 Approuvé;23/03/2016 09:30:23;Support de patin anti retour;;;;;;N;601;4;
601375;A1 Approuvé;23/03/2016 09:29:35;Plaque de renfort réducteur;;;;;;N;601;4;
601372;A2 Approuvé;23/03/2016 09:28:25;Poulie moteur thermique;;;;;;N;601;4;
601371;A1 Approuvé;23/03/2016 09:21:39;Bride de liaison joint de cardan / palier inverseur;;;;;;N;601;4;
601370;A2 Approuvé;23/03/2016 09:00:37;Bride de liaison palier inverseur / poulie;;;;;;N;601;4;
601369;A1 Approuvé;23/03/2016 08:59:38;Galet système de tension courroie;;;;;;N;601;4;
601368;A1 Approuvé;22/03/2016 11:36:31;Tige filetée système de tension courroie;;;;;;N;601;4;
601367;A1 Approuvé;23/03/2016 08:54:16;Plot système de tension courroie;;;;;;N;601;4;
601366;A1 Approuvé;23/03/2016 08:53:01;Axe de galet système de tension courroie;;;;;;N;601;4;
601364;A1 Approuvé;22/03/2016 11:34:43;Axe système de tension courroie;;;;;;N;601;4;
601356;A2 Approuvé;22/03/2016 17:32:56;Ensemble tension couroie;;;;;;N;601;4;
601355;A1 Approuvé;22/03/2016 17:31:28;Bras système de tension courroies;;;;;;N;601;4;
601354;A5 Approuvé;22/03/2016 17:29:59;Chassis système de tension courroies;;;;;;N;601;4;
601404;A1 Approuvé;23/03/2016 09:40:25;Vis épaulée poulie système de tension;;;;;;N;601;4;
601403;A1 Approuvé;23/03/2016 09:40:24;Ensemble bras système de tension;;;;;;N;601;4;
601402;A1 Approuvé;23/03/2016 09:40:22;Entretoise système de tension;;;;;;N;601;4;
601399;A1 Approuvé;23/03/2016 09:37:36;Plot système de tension;;;;;;N;601;4;
601398;A1 Approuvé;23/03/2016 09:37:35;Bras système de tension;;;;;;N;601;4;
601397;A1 Approuvé;23/03/2016 09:37:34;Ensemble poulie système de tension;;;;;;N;601;4;
